Nr.|Sprecher/Regie|Text|Filmnr.
1330|Regie|Tries to get Arod to moveArod moves off with Gimli seated rather unsteadily.|2
1332|Regie|To the villagers|2
1334|Regie|She looks back at the Rohirrim and sees Aragorn on Hasufel. They hold each other's gaze for a moment before Aragorn turns to join Theoden. Eowyn departs with the villagers in the opposite direction.|2
1336|Regie|Legolas takes aim at the distant target and fells a warg rider. He draws another arrow and kills another. Just as he reaches for a third arrow, he sees Theoden and company approaching. He quickly runs and mounts Arod with a smooth leap and joins in the fray with Gimli behind him on horseback.|2
1342|Regie|The Rohirrim and warg riders crash head on and the battle begins. Theoden and company hack away at the warg riders. In the midst of fighting, Gimli falls off Arod. He turns to find a warg growling at him.|2
1346|Regie|Just as the warg leaps at Gimli, Legolas kills it with one shot.|2
1348|Regie|Jumping back as the warg falls, outraged|2
1350|Regie|As Gimli swings his axe at another warg, it dies and falls onto Gimli, pinning him under.|2
1354|Regie|As he tries to lift the warg off him, an Orc leans over them both. Gimli kills him quickly, twisting his neck, and it lands on him also. Gimli sniffs at the Orc and makes a face. He tries to lift both the warg and Orc off him. Just then, another warg comes upon him and bares its teeth, ready to strike.|2
1356|Regie|Eyes widening|2
1358|Regie|Aragorn plucks a spear as he passes on horseback and throws it at the warg. It dies, landing on Gimli and adding to the pile on top of him.|2
1360|Regie|As the warg lands on him|2
1362|Regie|Theoden stabs at a warg rider. Aragorn is knocked off Hasufel and attacked by Sharku. Aragorn tries to kill the warg rider but Sharku blocks his attempt and grabs Aragorn by the neck, while the latter is half-dragged by the warg. In the struggle, Sharku is thrown off and he rips the Evenstar pendant from Aragorn's neck as he falls. Aragorn tries to let go of the warg but finds his wrist tangled with the saddle straps. He tries unsuccessfully to disentangle himself and is dragged closer and closer to the edge of a cliff at great speed. The warg runs right off the cliff and they both disappear over the edge. The battle is winding down as the Rohirrim finish off the last few wargs and Orcs.|2
1364|Regie|Looking around|2
1368|Regie|They come near to the cliff and hear Sharku wheezing and laughing|2
1370|Regie|Standing over the dying Orc|2
1372|Regie|coughLaughs evilly|2
1374|Regie|Looks towards the edge of the cliff, and grabs Sharku|2
1376|Regie|Sharku chortles and dies. Legolas looks down at Sharku's fist and finds the Evenstar pendant. He takes it, runs to the edge of the cliff and looks down to see the great drop and rushing waters below, with no sign of Aragorn. Gimli comes to stand beside him.|2
1378|Regie|To his men|2
1380|Regie|Legolas turns to Theoden, an expression of perplexed anger on his face.|2
1382|Regie|Puts a hand on Legolas' shoulder|2
1384|Regie|He leaves Legolas and Gimli to stare down at the river.|2
1388|Regie|The Rohan villagers are drawing close to Helm's Deep. Cries of relief are heard as the refuge is within sight.|2
1392|Regie|To Eowyn|2
1394|Regie|Eowyn embraces the woman and they walk on towards Helm's Deep. The gate is opened for the villagers. Many have already taken refuge within and are resting along the passage. Eothain and Freda run towards their mother.|2
1400|Regie|The three hug and cry with joy. Theoden and company returns from the battle with warg riders|2
1408|Regie|Eowyn rushes down to meet them|2
1410|Regie|Looking about|2
1412|Regie|Dismounting|2
1414|Regie|Going up to Eowyn|2
1420|Regie|Eowyn is shaken and raises teary eyes to Theoden. The latter looks down and then walks away, confirming her unasked question.|2
1424|Regie|At the battlements|2
1430|Regie|Walks down the steps and past a sewer gate|2
1432|Regie|Camera zooms in on the gate|2
1436|Regie|Camera turns to Grima and Saruman at Orthanc. Saruman is pouring some dark dry substances into a vessel. Grima is holding a lit candle in his hand.|2
1440|Regie|As he steps closer to the vessel, Saruman takes hold of Grima's hand and pushes the candle away from the vessel firmly.|2
1444|Regie|He walks away towards the balcony.|2
1446|Regie|Following Saruman|2
1452|Regie|Both of them came onto the balcony of the tower. Grima suddenly sees and hears the enormous armies laid out below in neat rows and is astounded and awed. He continues to hold the extinguished candle aloft as he gapes at the vast army below. A horn is sounded, announcing the appearance of Saruman. A loud cheer is heard from the army. Saruman raises a hand.|2
1456|Regie|The army cheers and roars.|2
1460|Regie|The camera keeps zooming out from the balcony over the incredible size of Saruman's army, past Uruk-hai, spears, and banners and yet more Uruk-hai. The camera focuses back on Saruman who then raises his hands in the air|2
1464|Regie|The army cheers and roars even louder.|2
1466|Regie|Sneers|2
1468|Regie|A tear flows down Grima's cheek. The Uruk-hai army began their march to Helm's Deep.|2
1472|Regie|Merry and Pippin are travelling through the forest, carried by Treebeard.|2
1480|Regie|The two hobbits climb higher up onto Treebeard for a better view.|2
1484|Regie|Pippin and Merry are now on top of Treebeard and they see a massive army moving across the land|2
1492|Regie|Aragorn is floating in the river, unconscious. He is washed ashore and dreams of Arwen.|2
1494|Regie|Kissing him on the lips|2
1496|Regie|A horse arrives and nudges Aragorn, turning him over and nuzzling him.|2
1498|Regie|MumblesHe grabs hold of Brego's mane, pulls himself onto the horse and rides slowly to Helms Deep.|2
1500|Regie|Arwen is lying on her bed, deep in thought.|2
1502|Regie|Coming into her room|2
1504|Regie|Arwen hears him and sits up.|2
1514|Regie|Walks towards window and looks out|2
1516|Regie|Arwen sees a vision of her future as Elrond speaks. She is dressed as a queen in mourning garb and looking down upon Aragorn, a crown on his brow, Anduril in his hand, and dead. Mourners are walking around the altar, paying their final respects. Arwen is weeping.|2
1520|Regie|The body of Aragorn is now cast as a monument in stone. Arwen stands before the monument, veiled and in black.|2
1524|Regie|Still veiled in black, Arwen is walking alone through the deserted woods of Lothlorien.|2
1526|Regie|Tuning to Arwen|2
1528|Regie|The vision ends and Arwen weeps with sadness and fear. Elrond comes to sit beside his daughter and raises a hand to her cheek.|2
1532|Regie|Crying and moving into her father's embrace|2
1534|Regie|Elves, cloaked and carrying a lantern each, are setting off from Rivendell on their journey to the West. Elrond looks on as Arwen leaves with them. Arwen turns back to look at her father one last time before she departs. Elrond continues to stare after her with an expression of resigned sadness.|2
1536|Regie|Elrond is standing by a window. He hears Galadriel speaking.|2
1538|Regie|Saruman is communicating with Sauron via the Palantir.View of Saruman's marching armyView of OsgiliathClose-up of Galadriel|2
1540|Regie|Close-up of the Ring spinning in slow motion|2
1544|Regie|We see Faramir and Gondorian rangers with the captured Frodo and Sam.|2
1548|Regie|Faramir and company have reached Henneth Ann'n. Frodo and Sam and being carries, blinded-folded into the cave.|2
1552|Regie|Close-up of Galadriel's luminous eyes with their deep pools of wisdom. We then see Elrond in his library, looking at the painting of Isildur facing down Sauron with the broken blade of Narsil.|2
1558|Regie|Scene returns to Henneth Ann'n. Faramir is conferring with his man. They unroll a map.|2
1562|Regie|Points at the map|2
1572|Regie|Tracing on the map|2
1574|Regie|The hobbits are unbound and blindfolds taken off them by Damrod and another ranger. Sam and Frodo find themselves in a cave behind a waterfall, with Damrod sitting behind them on a rock constantly watching them. Faramir comes up to them and sits.|2
1582|Regie|Frodo and Sam remain silent.|2
1594|Regie|The merest hesitation.|2
1596|Regie|Sam looks shifty-eyed and uncomfortable.|2
1600|Regie|Intently|2
1606|Regie|Shocked|2
1608|Regie|Pause|2
1612|Regie|Faramir is sitting alone, deep in thought. Suddenly someone comes up to him.|2
1614|Regie|whispers|2
1616|Regie|Frodo and Sam are sleeping. Frodo awakens as Faramir stands before him.|2
1620|Regie|Frodo gets up and follow. They come to the edge of the waterfall, overlooking the Forbidden Pool.|2
1622|Regie|Pointing down|2
1624|Regie|Frodo looks down and sees Gollum diving into the water.|2
1626|Regie|He gestures to archers hidden in the bushes.|2
1628|Regie|The Rangers notch their arrows|2
1632|Regie|Frodo looks stricken. Gollum emerges from the pool onto a rock. He holds a fish in his hand and starts singing, slapping the fish on the rock as he goes.|2
1634|Regie|singingWhacks the fish on the rockwhacksThe fish almost wriggles out of his grasp and he whacks it some more.|2
1636|Regie|Faramir has his hand raised to order his men to shoot. At the last moment, Frodo calls out.|2
1638|Regie|Faramir stops|2
1640|Regie|Faramir nods. Frodo descends to the Forbidden Pool and approaches Gollum who is gorging on the raw fish.|2
1642|Regie|Gollum turns round at Frodo's voice.|2
1644|Regie|Frodo gestures for Gollum to follow him.|2
1650|Regie|With the fish between his teeth, Gollum follows Frodo warily. Suddenly he looks up in alarm and is caught by Rangers.|2
1654|Regie|wails|2
1656|Regie|A black cloth is brought over Gollum's head. Frodo stares after them with a stricken expression as Faramir leads Gollum and his men away. Back in the cave, Gollum is thrown down to the ground. Crying, he crawls into a corner and curls up into ball.|2
1662|Regie|Cooing, his hand stroking his shoulder|2
1664|Regie|Sobbing|2
1668|Regie|Sobbing|2
1674|Regie|Hits his fist against the wall|2
1676|Regie|Whimpers|2
1680|Regie|Turns to Faramir with a ferocious expressionHe bares his teeth and growls|2
1684|Regie|Back in their holding area, Sam and Frodo are alone.|2
1692|Regie|They both stand as Faramir enters.|2
1694|Regie|Unsheathes his sword|2
1696|Regie|Faramir lifts the Ring from Frodo's neck with the tip of his sword.|2
1700|Regie|Frodo is backed up fearfully against the wall. The Ring whispers and Frodo falls into a trance. Suddenly, he grabs the Ring in his hand and jerks himself away.|2
1702|Regie|He runs away from Faramir|2
1706|Regie|Faramir stares at Frodo. Just then Damrod enters.|2
1714|Regie|He turns to leave.|2
1716|Regie|Sam looks after Faramir sadly.|2
1720|Regie|Aragorn is riding towards Helm's Deep. On the way, he sees an enormous Uruk-hai army marching with great speed. He quickly makes haste towards Helm's Deep and soon sees the refuge.|2
1722|Regie|Patting Brego on the neck|2
1724|Regie|He rides into Helm's Deep to the amazement of all.|2
1728|Regie|Pushing his way through the crowd.He sees Aragorn.He hugs Aragorn.|2
1732|Regie|Gimli gestures to the hall. As Aragorn makes his way in, he runs into Legolas who stands waiting.|2
1734|Regie|They smile. Legolas pauses and looks at Aragorn's wounds.|2
1736|Regie|To the side, Eowyn sees Aragorn and smiles joyously and with relief. Legolas takes Aragorn's hand and gives the Evenstar pendant. Aragorn looks at the Evenstar and claps Legolas on the shoulder.|2
1740|Regie|Eowyn looks on and smiles even as tears fill her eyes.|2
1742|Regie|Aragorn is in the keep, conferring with Theoden|2
1756|Regie|Walks away resolutely|2
1758|Regie|Along the passage behind the Deeping Wall.|2
1760|Regie|to Gamling|2
1762|Regie|Gamling nods and goes off. Theoden stands at the gate of Helm's Deep, speaking to Aragorn, Legolas and Gimli.|2
1770|Regie|Gimli seems miffed. Legolas claps a hand on Gimli's shoulder as he follows Aragorn and Theoden back in.|2
1776|Regie|Draws close to Aragorn|2
1784|Regie|He walks away, calling out orders|2
1788|Regie|Cutting him off|2
1790|Regie|to the soldiers|2
1792|Regie|Men rush to prepare for battle as flocks of carrion crows circle overhead.|2
1796|Regie|Treebeard walks through the forest carrying Merry and Pippin. He comes to a clearing and stops.|2
1806|Regie|Merry and Pippin turns round as they hear movement from the forest around them. They see many more Ents like Treebeard gathering.|2
1810|Regie|Merry licks his lips in anticipation.|2
1814|Regie|Back at Helm's Deep, the women and children are being led into the caves.|2
1822|Regie|Old men and young lads are being drafted for war. The women and children say their tearful and reluctant farewells as their fathers, husbands and sons are led away by soldiers. In the armoury, weapons are being distributed. Aragorn picks up a battered sword, looks at it and tosses it back.|2
1828|Regie|The men around them fell silent. Legolas speaks to Aragorn.|2
1834|Regie|He pauses and then walks away. Legolas makes as if to go after him.|2
1836|Regie|Puts a hand on Legolas|2
1840|Regie|In the hall|2
1850|Regie|Puts armour onto Theoden|2
1852|Regie|The villagers are handed their weapons. An oversized helmet is placed on a wide-eyed boy. Another stares at the axe that he is handed with frightened eyes. Another child wearing oversized chain mail takes up a huge shield. Theoden stands inside the main hall of the keep, his back to the entrance where a bright white light is streaming through.|2
1858|Regie|Everyone is getting ready for war at the battlements. Aragorn is sitting on the steps. He sees a young lad in armour holding a sword looking around nervously.|2
1864|Regie|Aragorn gives the battered sword a few swings.|2
1868|Regie|He hands the sword back to Haleth and leans close to him, putting a hand on his shoulder.|2
1874|Regie|Back at the armoury, Aragorn dons his battle gear. His sword is handed to him as he reaches for it. He nods and accepts the sword from Legolas.|2
1880|Regie|They smile and clap one another on the shoulders. They look at Gimli as he walks up to them, struggling with his chain mail.|2
1882|Regie|He drops the bundle and the chain mail lands with its length right to the floor.|2
1884|Regie|Aragorn and Legolas bite back smiles. Just then, a horn sounds in the background|2
1886|Regie|They run out to the battlements.|2
1888|Regie|The guards look down in wonderment.|2
1890|Regie|to another guard|2
1894|Regie|An army of Lothlorien Elves march up the Causeway into the Hornburg. They are led by Haldir. The Rohirrim soldiers look upon them in wonderment and delight as they pass.|2
1898|Regie|He looks up to see Aragorn, Legolas and Gimli running down the steps, and smiles|2
1900|Regie|He bowsHe grabs Haldir in a huge embrace. Initially stunned, Haldir hugs him back lightly.|2
1904|Regie|Legolas and Haldir clasp each other on the shoulder.|2
1906|Regie|Turning to Theoden|2
1908|Regie|Men and Elves are in their positions on the battlements of Helm's Deep. The sounds of a marching army move closer and closer. The women and children in the caves hear the sounds overhead and are frightened. Mothers draw their children close and try to sooth crying babies. The men and Elves look out into the darkness, lit by the thousands of torches carried by the huge advancing Uruk-hai army and the light bouncing off their armour. With a row of Elf archers, Gimli is standing beside Legolas behind a wall, only the top of his helmet visible.|2
1910|Regie|Grumbling and straining to look above the wall.|2
1912|Regie|Legolas smirks. Aragorn approaches and stands beside them|2
1916|Regie|Thunder sounds and lightning flashes, revealing the sea of approaching Uruk-hai.|2
1922|Regie|The marching and thumping grows louder and louder. Lightning flashes and it begins to rain. While the Uruk-hai army continues to march at the fortress, an Uruk-hai leader steps on a rock outcrop.|2
1924|Regie|Aragorn is giving commands to the Elf warriors.|2
1928|Regie|The Uruk-hai leader raises his swords and commands his army to stop with a terrifying animalic cry. The Uruks stop and growl in anticipation of the upcoming battle and slaughter|2
1930|Regie|Jumping and straining to see|2
1932|Regie|Looks at Gimli with a grin|2
1934|Regie|Laughs good-naturedly|2
1936|Regie|The Uruk Leader cries out once, encouraging the Uruk-hai to start roaring and thumping their spears furiously.The women and children in the caves huddle together in fear. Suddenly, Aldor, the old man next to Haleth, loses his grip and releases his arrow prematurely, shooting an Uruk-hai in the neck.|2
1940|Regie|The Uruk-hai army stop their roaring and thumping. With a hollow groan, the Uruk that was shot collapsed to the ground. The other Uruk-hai bare their teeth and roar with anger. With a cry, the Uruk-hai leader thrusts his weapon in the air and the Uruk-hai army starts charging.|2
1946|Regie|The Elves notch their arrow and aim.|2
1952|Regie|Arrows rain down on the Uruk-hai below, killing many.|2
1958|Regie|to the men|2
1966|Regie|More arrows are released. But the Uruk-hai army keep advancing, with more replacing those fallen.|2
1970|Regie|Impatiently|2
1972|Regie|The Uruk-hai start to load ladders onto the walls, pushing them up with their long spears.|2
1976|Regie|The Elves draw their blades in preparation for combat. The first ladders are almost reaching the walls with big nasty Uruk Berserkers on top of them.|2
1982|Regie|Close combat begins as the Uruk-hai climb over the wall.|2
1984|Regie|Holding up two fingers|2
1988|Regie|OutragedHe turns to a Uruk just climbing over the wall, whacking it in the groin with his axe and killing it as it falls.|2
1990|Regie|Fires two arrows|2
1994|Regie|The Ent Moot is still in progress. The Ents sway a little as they continue to deliberate. Merry and Pippin are sitting a distance away. Suddenly, Treebeard nods and turns to the hobbits.|2
1996|Regie|Gesturing|2
1998|Regie|Long pause with his eyes closed.|2
2000|Regie|Angles his head in query|2
2006|Regie|impatiently|2
2008|Regie|Waving a hand|2
2012|Regie|Merry and Pippin roll their eyes in disgruntlement.|2
2016|Regie|Gimli is standing on the wall between two ladders, hacking away at Uruk-hai as they come up|2
2020|Regie|Camera pans over the Uruk-hai below and turns to the Causeway. A group of Uruk-hai is advancing on the Causeway towards the gate in tortoise formation, using their broad shields to block off attacks.|2
2022|Regie|Directs the Elf archers to aim at the Uruk-hai column.|2
2024|Regie|The Elf archers release their arrows. The Uruk-hai at the sides are shot and fall down the Causeway. But the column keeps advancing.|2
2028|Regie|At the bottom of the Deeping Wall, two spiky bombs are lodge in the sluice gate. The rest opens a path and an Uruk-hai carrying a torch starts to run towards the sluice gate. Aragorn spots the Uruk-hai.|2
2030|Regie|Legolas shoots the Uruk-hai in the shoulder but the latter keeps going|2
2032|Regie|Legolas shoots the Uruk again. It stumbles and then throws it self and the torch at the bombs. An enormous explosion is set off, blowing away a large part of the wall. Rock, debris and bodies are thrown up. Aragorn is also thrown back by the force of the explosion and on the ground, knocked out. Theoden looks on in shock as the Uruk-hai streams in past the Deeping Walls.|2
2036|Regie|Gimli sees the Uruk-hai charging in with Aragorn in their path. With a cry, he jumps down from the wall and lands on the Uruk-hai army, taking them out as he stands.|2
2040|Regie|He is soon overpowered. Aragorn gets up and sees Gimli falling.|2
2042|Regie|He yells to the Elves behind him|2
2044|Regie|The arrows take out the first group of Uruk-hai coming through the hole in the wall.|2
2048|Regie|Aragorn leads the Elves in a charge towards the Uruk-hai streaming in. He rushes to Gimli's side and picks him up. At the top of the battlements, Legolas grabs a shield and sends it sliding across the ground. He then hops onto it and surfs down the steps, releasing three arrows as he goes, and kicking the shield to stab an Uruk-hai as he lands at the bottom.|2
2052|Regie|At the Ent Moot|2
2060|Regie|The Ents look at one another, taken back|2
2064|Regie|Merry is putting on his jacket. Pippin approaches him slowly|2
2068|Regie|Looking into the distance.Turns to Pippin and puts a hand on his shoulder|2
2070|Regie|Pippin looks after Merry as he walks away.|2
2078|Regie|Haldir nods and turns back. Gimli is being carried away, kicking and struggling as he goes|2
2080|Regie|Protesting|2
2082|Regie|HALDIR HACKS AT A FEW URUK AS HE TURNS TOWARDS THE GATE. SUDDENLY, HE IS STABBED IN HIS ARM.|2
2084|Regie|and looks down as his wound in seeming disbelief. An Uruk-hai comes up from behind him unnoticed and slices him on the neck. As Haldir goes down, he looks around him and sees his kin fallen among dead Uruk-hai.|2
2086|Regie|Sees Haldir fallingHe runs up the steps to Haldir's side and catches him and he collapses. Haldir's head rolls back, his eyes empty and unseeing. Aragorn bows his head in grief. Then with a cry, he jumps onto a ladder and swings down to the ground, killing as he goes.|2
2092|Regie|Drawing his sword|2
2094|Regie|Theoden and his commanders come to the gate, which is under heavy attack. The Uruk-hai are knocking down the gate and hacking through the broken wood. Theoden stabs at an Uruk-hai and receives a lance in his shoulder, blocked by his armour. Grimacing in pain, Theoden continues to stab at the Uruk until led away by Gamling.|2
2100|Regie|Runs up and stabs away at the Uruk-hai through the broken gate|2
2110|Regie|Aragorn and Gimli slip out a side exit and stand on a ledge just to the side of the main gate. Aragorn peeks over, seeing the large band of Uruk-hai storming the gate.|2
2116|Regie|Gimli takes a peek and then steps back.|2
2118|Regie|Mumbles|2
2124|Regie|Aragorn nods slowly and then turns to grab the Dwarf.|2
2126|Regie|Gimli stays Aragorn's hand|2
2130|Regie|He tosses Gimli to the head of the Causeway and then leaps over.|2
2132|Regie|Making quick work of killing the Uruk-hai|2
2134|Regie|On the other side of the gate|2
2148|Regie|Men are bracing the gate with wood and nails. Aragorn and Gimli continue to fight off the Uruk-hai just outside. Meanwhile the Uruk-hai load and fires enormous hooks over the battlements. Hundred of Uruk-hai climb onto super-ladders as they are pulled up towards the walls, the super-ladders locking onto the edge of the battlements with their steel grips. Legolas takes aim as another super-ladder is being pulled up and shoots away one of the ropes. The ladder falls back onto the Uruk-hai army.|2
2152|Regie|Through a crack in the gate|2
2154|Regie|Legolas calls to them from the top of the battlements|2
2156|Regie|He throws them a rope|2
2158|Regie|Aragorn grabs Gimli in one hand and the rope with the other as they are pulled up the wall. Just then the Uruk-hai load and fires enormous hooks over the battlements. Hundred of Uruk-hai climb onto super-ladders as they are pulled up towards the walls, the super-ladders locking onto the edge of the battlements with their steel grips. Legolas takes aim as another super-ladder is being pulled up and shoots away one of the ropes. The ladder falls back onto the Uruk-hai army.|2
2174|Regie|They all run towards the keep, Legolas firing two arrows into the Uruk-hai army as he goes.|2
2178|Regie|Treebeard is walking through the forest, carrying Merry and Pippin. The hobbits look dejected.|2
2182|Regie|Pippin suddenly looks up with a gleam in his eyes.|2
2184|Regie|Treebeard comes to a stop.|2
2198|Regie|Faramir and company draws close to Osgiliath.|2
2204|Regie|With tears in his eyes|2
2206|Regie|Faramir hesitates for a moment.|2
2208|Regie|He presses them on|2
2212|Regie|Frodo and Sam are pushed on towards Osgiliath|2
2216|Regie|Treebeard, Merry and Pippin come to the southern edge of the forest.|2
2218|Regie|He sees the desolated landscape of tree stumps that used to be forested grounds|2
2222|Regie|With tears in his eyesHis gaze turns to the treeless Isengard and its smoking caverns|2
2224|Regie|He lets out a ferocious roar that echoes through the forest|2
2228|Regie|Merry and Pippin turn around as they hear rumbles from the forest. They see many Ents emerging and marching towards them|2
2236|Regie|Osgiliath is still under siege as Faramir and company arrives, dodging arrows and falling rocks.|2
2240|Regie|Frodo suddenly seems stricken|2
2248|Regie|Frodo sees that Sam is speaking to him but he hears nothing. His senses are overcome.|2
2252|Regie|Sam breaks away as they are being led away.|2
2258|Regie|A boulder crashes into a tower overhead and shatters it. Suddenly, Frodo's eyes roll up and he stares at Faramir strangely.|2
2262|Regie|In a faraway voice|2
2264|Regie|Looking upHe grabs the hobbits and thrusts them into a corner.To his men|2
2268|Regie|Banners of the White Hand are flying from the battlements of Helm's Deep. The Hornburg is overrun with Uruk-hai. Theoden and company are in the hall of the keep.|2
2272|Regie|Carrying a table with Legolas to shore up the door of the hall|2
2274|Regie|In the Glittering Caves, the women and children cry in fear as they hear the battering ram banging on the door.|2
2278|Regie|There is no answer.|2
2286|Regie|Pause|2
2288|Regie|A light of determination shines in his eyes|2
2294|Regie|Aragorn looks up at a window to see faint light streaming through. He recalls Gandalf's words.|2
2300|Regie|Gimli runs up the steps to the horn of Helm Hammerhand|2
2304|Regie|He mounts his horse and puts on his helmet. The sound of the horn rumbles through Helm's Deep as Gimli blows with gusto.|2
2308|Regie|Theoden leads the charge out of the keep into the Hornburg, slashing away at the Uruk-hai as they go. Without pause, they storm out of the gate and down the Causeway, right into the column of waiting Uruk-hai. In the midst of battle, Aragorn looks east and sees a white rider against the rising sun|2
2314|Regie|Coming up from behindHe raises a hand|2
2316|Regie|Riders move up behind Eomer.|2
2318|Regie|Looking to the east|2
2322|Regie|The Rohirrim and the White Rider charge down the slope. Half the Uruk-hai army turns to face the challenge, bearing their spears down towards the riders. As the riders draw closer, the sun rises behind them, momentarily blinding the Uruk-hai who raise the hands and spears to shield their eyes. The riders crash right into the Uruk-hai and engage them in battle.|2
2326|Regie|The Ents are stomping over Isengard, swinging their huge limbs, throwing and stamping on Orcs and rolling huge boulders over the ground. An Ent is pulled down with chains by some Orcs, who immediately jump on and hacks away at his wooden limbs. Saruman rushes out onto the balcony of Orthanc and stares at the pandemonium in incredulity. Merry and Pippin also throws stones at Orcs, their aims true.|2
2332|Regie|Two Ents rock a wooden structure and push it over into the caverns below, smashing against the rock. Some Orcs fire flamed-tipped arrows at an Ent, setting him on fire. Saruman continues to look about from his balcony, helpless. Some Ents are now breaking away at a dam.|2
2336|Regie|The dam is broken and Saruman looks up to see the river rushing down the slope towards Isengard, washing away Orcs and wooden structures in its path.|2
2338|Regie|The hobbits tighten their hold on top of Treebeard|2
2342|Regie|Treebeard braces himself against the flood. As the water rushes over Isengard, an Ent rushes in and thrusts his burning body into the water. The water rushes into the caverns, washing away the bridges, mechanisms and structures within.|2
2346|Regie|Frodo walks slowly away from the safe corner. Gondorian Rangers are still running about, defending their stations.|2
2350|Regie|SLOW MOTION Frodo walks up some stairs and stands on a bridge. A Nazgul on a Fell beast emerges in front of him. Frodo stares at the Nazgul, fixated. Feeling the call of the Ring, he holds it up. Faramir watches the unfolding tableau from below. As Frodo moves to put the Ring on his finger and the Nazgul flies closer and closer, Sam runs up and knocks Frodo over. Faramir releases an arrow and shoots the Fell Beast. Frodo and Sam roll down the stairs. As they come to a stop at the bottom, Frodo holds Sam in a death grip, yells and points Sting at his throat, his eyes livid with madness and anger that someone would try to take the Ring away.|2
2354|Regie|With tears running down his face|2
2356|Regie|The madness fades and recognition returns to Frodo's eyes. He realises what he nearly did and is overcome. Stumbling backwards, he collapses against a wall and Sting falls to the ground with a clang. Sam gets up slowly.|2
2358|Regie|Slowly and with despair|2
2360|Regie|Getting up slowlyHe stands and leans against a wall, looking out into the distance.Images of the riders winning the battle against the Uruk-hai at Helm's Deep|2
2362|Regie|He raises his sword with a victorious cry|2
2364|Regie|The women and children welcome the men as they return. Eowyn runs up to Aragorn and embraces him, crying tears of relief.Isengard is flooded. Merry and Pippin looks on from their perch on Treebeard. On the balcony, Saruman stumbles back into his chamber|2
2370|Regie|Standing in a corner, even Gollum seems moved. Faramir walks over and comes to kneel in front of Frodo|2
2378|Regie|Sam shakes the ranger's hand from his shoulder. Frodo looks up at Faramir with gladness. Over in the realm of Rohan, Gandalf, Theoden and company ride to the top of a slope, looking towards the Mountain of Fire in the distance.|2
2382|Regie|Frodo and Sam are walking through the woods, away from Osgiliath.|2
2392|Regie|Frodo turns to look at Sam.|2
2398|Regie|smilingHe turns to walk on|2
2400|Regie|DreamilyHe gives his backpack a heave and follows Frodo|2
2402|Regie|Gollum is crouching a short distance away|2
2414|Regie|Twists the branch of a tree|2
2416|Regie|Scuttles and hides behind a tree|2
2420|Regie|Bites on his finger and nods eagerly|2
2424|Regie|Backs away against a tree|2
2426|Regie|He looks in the direction of the hobbits|2
2432|Regie|Softly and sinisterly|2
2440|Regie|He pops out from hiding in front of the hobbits.|2
2444|Regie|He turns to walk on, with Frodo and Sam following behind.|2
2448|Regie|Camera pans up over the forest and Ephel D'ath to reveal the desolation of Mordor. To the left of the frame is the glowing Eye of Sauron atop Barad-dur, and to the right of the frame is the fiery Mount Doom. Three Fell Beasts circle the dark skies. Lightning flashes as the scene fades to black.|2
